LOC,LAT,LON
Adda-Burroba,,
Addah-Elessen,,
Addaïa,32.501908651,-9.214225911
Addessem,37.871156196,32.453759561
Addia-Ababa,9.024967445,38.746887622
Addio,8.746316172,2.602656984
Addis-Ababa,9.024967445,38.746887622
Addis-Ababâs,9.024967445,38.746887622
Addiscombe,51.382219753,-0.0688999479996
Addo,-33.548328691,25.689896772
Addt,-34.970949451,138.608987571
Adeane,12.629998043,-16.016938253
Adeh,10.966666643,47.566667473
ADeizé,57.162096359,-2.109086406
Adekberg,,
Adel-phy,,
Adélafde,,
Adélaïde,-34.928657703,138.598629491
Adelante,19.149469519,-98.10356806
Adélare,61.833329844,-42.083327677
Adelia,-6.876387502,-71.123327729
Adelie,46.992157318,4.846306387
Adels-,38.626238691,-122.875728331
Adelsberg,47.717227476,7.837348469
Adelsbergest,,
ADemerara-Georgetown,,
Ademi,42.30957584,69.565165873
Aden,12.779438782,45.03666798
Adena,40.008318049,-103.886616884
Adenen,7.097059524,-0.305817424
Adeoye,7.683326,3.466665814
Adeptes,8.853649648,27.919556916
Adérache,56.797997668,102.890599145
Adersbach,49.262376863,8.95455883
Adersbach.i,49.263220111,8.954530002
Adeuxmilles,,
Adhiba,16.79465748,-2.369995753
Adi-Gobbo,,
Adicul,25.959457715,-100.291219932
Adidja,14.712966704,-17.273069286
Àdiercl,,
Adieu,6.449998943,-1.383327808
Adieus,15.026426889,38.722625775
Adieux,48.880288769,2.341945619
AdiflAe,41.013929313,28.971847038
Adige,45.10713959,11.783408304
Adigrat,43.995247757,12.667039892
Adiimia,5.146856081,-3.073157356
Adil-Shah,6.937107718,79.897819476
Adima-Ka,12.966397191,77.551205709
Adimako,19.505819897,-96.890268725
Adiron-r,,
Adirondacks,43.763945782,-73.758455893
Adjabo,6.516926004,2.34272855
Adjana,7.84999571,0.266666775
Adjara,41.999998811,41.999999948
Adjarie,-6.199998524,142.499999291
Adjarra,6.408166155,2.189976105
AdjaY,46.814108117,-71.210269014
Adjemor,,
Adjerbeidjan,,
Adjia,5.43332766,21.899995579
Adjuda,23.799995841,-103.733328987
Adjugea,8.66666874,1.566668915
Adjumbas,,
Adjura,12.816038534,79.705119575
Adler,43.428959508,39.923906676
ÁdlercreUl,,
Adlercreutz,,
Adlererëutfc,,
Adleuz,,
Adli,38.545277376,47.774436536
Adlöt-creutz,,
Admednaga,,
Admète,44.575178795,27.386237242
Admettons,,
Adminis,59.112218809,9.640028003
Administra,60.164027474,24.918885689
Administration.,17.420277463,78.456507375
Administrativement,,
Administrez',,
Adminlstratton,30.617619859,31.73974942
Admirable,9.43443561,-75.003486412
AdmirablementI,,
Admirer,13.688484115,100.379844444
Admirez-moi,,
Admission,-33.977379118,151.045218007
Adnorum,-33.784377744,151.176777333
Adoi,7.45838646,-2.358238297
Adolpbe,,
Adolphe,48.753557515,2.304598933
Adolphe-Frédéric,59.337887284,18.060058827
Adoni,47.433329669,22.183326437
Adonir,,
Adonis,37.796417828,-93.363247706
Adonma,-38.007167523,-57.56066725
Adonpoassie,,
Adopts,,
Ados,6.283477719,0.639809663
Adosse-toi,,
Adossez-moi,,
Adou,5.700198978,-4.473577086
Adoua,14.169297948,3.321499696
Adoui,2.966669046,11.533329495
Adoul-bou-Bakar,,
Adoumas,-0.683326061,10.216669833
Adour,43.529539083,-1.523148401
Adowa,6.349999816,-1.73332925
Adramytte,,
Adrana,32.974987671,73.424216929
Adrar,27.874289797,-0.293879983
Adrasch,56.797997668,102.890599145
Adrease,-0.0329042779996,109.331107128
Adressez-vous,,
Adri,42.051928703,2.738216455
Adriatique,41.313188757,19.478076495
Adrieitique,,
Adrien,39.188846267,-84.363227348
Adrietique,,
Adrintique,,
Adrlatlque,,
Adro,45.617875768,9.962658373
Adroitey,51.828409159,-0.816387117
Adruilo,,
Adsel,37.088297665,37.436788377
Adtas,22.489347645,88.372407959
Aduh,-8.298796781,115.032096735
Adulis,48.774516655,9.18219813
Adullah-Jennidar,,
Aduocat,,
AduwnG.me,,
Advienne,11.016666206,47.599996016
Adytia,14.731185588,39.844767698
Adzjer,26.449756707,74.641156441
Ae,25.74223949,-100.244077615
Aea-pulco,,
Aeau,-13.504996794,-172.627768441
Aeb,-22.747635621,-47.339738734
Aeceplo-la,,
Aechouer,17.890197764,-14.160699971
Aegal,7.333329058,8.733326961
Aeh,13.849997282,20.849995754
Aeier,49.480908971,4.162187095
Ælãck,,
Aelaira,51.493517376,-0.239587801
Aelk,41.672778848,19.598886275
Aelnalitds,,
Aem,33.918378457,-118.318757707
Aencee,-4.36429642,120.345598726
Aenièred,,
Aéo,13.711783047,100.423850539
Æonne,,
Aepii-rftot,,
Aepyornis,,
Aéré,33.072269039,36.183816063
Aerek,40.487719008,72.739935651
Aerenaud,50.854749559,2.818637818
Aeri-,39.699996408,20.033327223
Aeria-City,-6.963328787,-35.691667359
Aerial-City,34.664538244,-83.644339641
Aéro-,12.699998331,39.249996977
Aeronaute,,
Aérophile,13.725317846,100.654909536
Aes,43.282915968,-3.956667455
AesCfe,,
Aetata,29.975009383,30.944759966
Aeules,27.778187324,83.609657095
Aeuuha,46.862316839,9.90465852
Aexaminersilesreductionsmanosuvraient,,
Af,-34.625488106,-58.593969057
Afafi,45.554386402,10.777378577
Afaire,40.723169614,-73.982626001
Afakri,,
Afar,11.999999947,41.499999817
Afautflte,,
Afcsurs,,
AfcVes-,,
Afelas,14.866106115,38.600826083
Afeli,19.592009748,-102.476397024
Afénam,-6.291407912,106.88072807
Afesopotamie,,
Afetas,33.408285721,-4.880646963
Afeuee,,
Afeurthe,,
Afexi-,34.106785738,-117.373175616
AfeyssiBie,,
Affamé,6.822399397,2.472807507
Affasco,,
Affectd,,
Affiches,-34.098737849,-59.024729333
Affoiee,31.439728407,31.675787596
Affolde,16.662396216,-10.416897188
Affolement,,
AfForenou,5.093297333,-3.112429871
Affreuse,34.690806913,-4.245627314
Affreux,47.966869824,-76.38262753
AffreviJle,36.261037074,2.220145927
Affrouaga,33.380559182,-5.528485976
Affût,42.983746515,1.142806528
Affy,30.95928804,76.811736828
Afgha,7.433998625,8.276397008
Afghamstan,32.999996452,65.999997239
Afghan,38.830547562,-77.051079213
Afghanistan,32.999996452,65.999997239
Afiasco,5.513137078,-1.441525644
Afidni,,
Afin,8.416666425,5.099998375
AfinJar,,
Afire,13.21714644,-0.62646797
Afiri,29.894768004,31.29563883
Afiuque,,
AfivssiNiB,,
Afladj,,
Aflba,7.875778422,-4.564329533
Afliqscou,,
Afln,33.987739802,-6.853208922
aflran-,17.155556954,1.510279919
AfM-,44.764859463,11.65419777
AfmqW,,
Afn-Bedsen,,
Afn-Talba,,
Afnaud-Soumairi,,
Afnqne,,
Afnque,12.433329495,-16.099996382
Afnque-occidentale,,
Afontreggan,,
Afouiller,,
Afoulié-nou,,
Afr,39.219898011,47.446595628
Afra,30.778629072,-9.787016083
Afrassab,42.323416612,69.598998371
Afri-,9.048297875,7.488147956
Afria,7.188099945,21.093748124
Africains,48.873269392,2.356465831
Africanders,-26.833327066,26.499995885
Afridis,5.419297905,-4.014887789
Afrifiue-,,
Afrikan,-20.560586696,-48.566127407
Afrikia,31.196479992,29.885477465
Afrioiie,,
Afriqae,7.188099945,21.093748124
Afriqe,6.607089003,8.869687361
Afriqiie,7.188099945,21.093748124
Afriql,,
Afriqucau,,
Afrique,7.188099945,21.093748124
Afrique-orientale,,
Afrique.australe.,,
Afrique.lrancaise,,
Afriqueaustralc,,
Afriqueavec,,
Afriquecentrale,,
Afriquede,,
Afriquenous,,
Afriquo,7.188099945,21.093748124
Afrit,30.281796659,-9.129309446
AfriUe,7.188099945,21.093748124
Afriuque,7.188099945,21.093748124
Afriuue,7.188099945,21.093748124
Afrlca,,
Afrlçae,,
Afrlqoe,,
Afrlque,,
Afrufuo,,
Afssa,19.066667866,8.449996104
Afstm,,
Aft,43.658686623,-79.350699149
Aftagr,,
Aftfdis,,
Aftmadou,34.701767941,33.038626661
Aftna,44.902749727,-92.783537148
Aftne,44.902749727,-92.783537148
Aftnerve,,
AfTolee,16.662396216,-10.416897188
Aftomey,,
AfTrcuscs,,
Afviciue,,
Afvique,,
Ag,34.35468674,67.456549488
Aga,14.096498908,120.802168711
Aga-farv.,,
Agabli,40.574997763,20.000277656
Agably,41.133326218,47.199999511
Agaceries,,
Agad,24.577427853,73.683645908
Agadem,16.833327048,13.283327704
AgadEs,16.973327625,7.991108824
Agadir,30.42017738,-9.598149842
Agafia,13.700606039,7.465505965
Agagna,7.84999571,4.433328534
Agal,7.333329058,8.733326961
Agala,8.116669046,1.483327311
Agalloche,,
AgalVJai,,
Àgamiouare,,
Agar,23.71176767,76.015707966
Agards,60.32567563,24.285728874
Agaree,7.683699467,80.018498767
Agares,54.379475783,18.618567266
AgAs,46.48332897,26.216669527
Agassiz,49.232976472,-121.769258517
Agastya,13.124567156,80.288798781
